time,remaining_qty,slice_qty,mid_now,best_bid,best_ask,spread_ticks,imbalance,vol_ema,time_ratio,fill_ratio,schedule_error,ml_ready,ml_predicted_move,ml_urgency,ml_triggered,forced_ioc,skip,raw_action,final_action,ml_horizon_ms,ml_threshold
1767237300000,6967,11,879834,879834,879835,1,-0.147154,2.6966,0.0193452,0.00471429,0.014631,0,0,0,0,0,0,exec_passive,exec_passive,1000,0.05
1767238200000,6967,11,879234,879234,879235,1,-0.597639,1.9709,0.0208333,0.00471429,0.016119,0,0,0,0,0,0,exec_passive,exec_passive,1000,0.05
1767239100000,6967,11,879372,879372,879373,1,0.699956,7.55542e-06,0.0223214,0.00471429,0.0176071,0,0,0,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767240000000,6956,11,878528,878528,878529,1,0.541855,1.43111,0.0238095,0.00628571,0.0175238,0,0,0,0,0,0,exec_passive,exec_passive,1000,0.05
1767240900000,6956,11,876529,876529,876530,1,-0.0712121,0.148278,0.0252976,0.00628571,0.0190119,0,0,0,0,0,0,exec_passive,exec_passive,1000,0.05
1767241800000,6956,11,876333,876333,876334,1,-0.0553306,8.63015e-05,0.0267857,0.00628571,0.0205,0,0,0,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767242700000,6945,11,875692,875692,875693,1,0.345828,11.4217,0.0282738,0.00785714,0.0204167,0,0,0,0,0,1,exec_skip,exec_skip,1000,0.05
1767243600000,6945,11,875909,875909,875910,1,-0.0578906,0.000128638,0.0297619,0.00785714,0.0219048,1,0.0439853,0.0439853,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767244500000,6934,11,876977,876977,876978,1,-0.284801,1.10123e-09,0.03125,0.00942857,0.0218214,1,0.0427199,0.0427199,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767245400000,6923,11,877040,877040,877041,1,-0.152206,9.32401e-05,0.0327381,0.011,0.0217381,1,0.0427043,0.0427043,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767246300000,6912,11,877022,877022,877023,1,0.35121,1.75094e-19,0.0342262,0.0125714,0.0216548,1,0.0439611,0.0439611,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767247200000,6901,11,877004,877004,877005,1,-0.274069,0.278433,0.0357143,0.0141429,0.0215714,1,0.0406127,0.0406127,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767248100000,6890,11,876536,876536,876537,1,0.622097,1.01946,0.0372024,0.0157143,0.0214881,1,0.0411172,0.0411172,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767249000000,6879,11,876583,876583,876584,1,0.328327,3.17474e-17,0.0386905,0.0172857,0.0214048,1,0.042318,0.042318,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767249900000,6868,11,876655,876655,876656,1,0.257569,0.33275,0.0401786,0.0188571,0.0213214,1,0.040608,0.040608,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767250800000,6857,11,876529,876529,876530,1,-0.183499,6.65866e-09,0.0416667,0.0204286,0.0212381,1,0.0398215,0.0398215,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767251700000,6846,11,876453,876453,876454,1,0.121693,0.00193148,0.0431548,0.022,0.0211548,1,0.0402403,0.0402403,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767252600000,6835,11,876035,876035,876036,1,-0.0509886,0.0152582,0.0446429,0.0235714,0.0210714,1,0.039258,0.039258,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767253500000,6824,11,876362,876362,876363,1,0.0877585,5.76531e-06,0.046131,0.0251429,0.0209881,1,0.354745,0.354745,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767254400000,6813,11,876299,876299,876300,1,0.433657,8.88733e-16,0.047619,0.0267143,0.0209048,1,0.360395,0.360395,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767255300000,6802,11,877550,877550,877551,1,0.335835,0.0207493,0.0491071,0.0282857,0.0208214,1,0.352895,0.352895,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767256200000,6791,11,877370,877370,877371,1,-0.157346,5.43943e-32,0.0505952,0.0298571,0.0207381,1,0.3358,0.3358,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767257100000,6780,11,876935,876935,876936,1,0.571003,0.000397755,0.0520833,0.0314286,0.0206548,1,0.350638,0.350638,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767258000000,6769,11,877688,877688,877689,1,-0.330208,7.11063e-07,0.0535714,0.033,0.0205714,1,1.05014,1.05014,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767258900000,6758,11,878460,878460,878461,1,-0.294382,7.1327e-06,0.0550595,0.0345714,0.0204881,1,1.05144,1.05144,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767259800000,6747,11,878291,878291,878292,1,0.344428,0.0380307,0.0565476,0.0361429,0.0204048,1,1.27139,1.27139,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767260700000,6736,11,878706,878706,878707,1,0.433876,1.76405e-05,0.0580357,0.0377143,0.0203214,1,1.28711,1.28711,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767261600000,6725,11,878814,878814,878815,1,0.289095,0.000123551,0.0595238,0.0392857,0.0202381,1,1.2186,1.2186,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767262500000,6714,11,878630,878630,878631,1,-0.71618,0.0234781,0.0610119,0.0408571,0.0201548,1,0.852107,0.852107,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767263400000,6703,11,878491,878491,878492,1,0.275476,1.29072,0.0625,0.0424286,0.0200714,1,1.18916,1.18916,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767264300000,6692,11,878266,878266,878267,1,0.518908,5.07236e-10,0.0639881,0.044,0.0199881,1,1.26064,1.26064,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767265200000,6681,11,878575,878575,878576,1,-0.518907,0.000129449,0.0654762,0.0455714,0.0199048,1,0.886784,0.886784,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767266100000,6670,11,879206,879206,879207,1,-0.661589,1.3851,0.0669643,0.0471429,0.0198214,1,0.815173,0.815173,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767267000000,6659,11,879186,879186,879187,1,0.762712,0.016304,0.0684524,0.0487143,0.0197381,1,1.31131,1.31131,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767267900000,6648,11,879140,879140,879141,1,0.767442,0.205477,0.0699405,0.0502857,0.0196548,1,1.28815,1.28815,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767268800000,6637,11,880130,880130,880131,1,-0.344277,0.00133848,0.0714286,0.0518571,0.0195714,1,0.900994,0.900994,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767269700000,6626,11,879976,879976,879977,1,-0.348404,0.62329,0.0729167,0.0534286,0.0194881,1,0.879751,0.879751,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767270600000,6615,11,880006,880006,880007,1,0.227902,5.31886e-10,0.0744048,0.055,0.0194048,1,1.07173,1.07173,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767271500000,6604,11,879679,879679,879680,1,0.541512,0.0262969,0.0758929,0.0565714,0.0193214,1,1.16175,1.16175,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767272400000,6593,11,879416,879416,879417,1,-0.398913,1.10605,0.077381,0.0581429,0.0192381,1,0.81936,0.81936,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767273300000,6582,11,879819,879819,879820,1,-0.829615,1.99118,0.078869,0.0597143,0.0191548,1,0.644242,0.644242,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767274200000,6571,11,879813,879813,879814,1,-0.730348,0.000129943,0.0803571,0.0612857,0.0190714,1,0.714436,0.714436,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767275100000,6560,11,879815,879815,879816,1,0.16555,2.95,0.0818452,0.0628571,0.0189881,1,0.914066,0.914066,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767276000000,6549,11,879161,879161,879162,1,-0.355052,0.237004,0.0833333,0.0644286,0.0189048,1,0.597341,0.597341,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767276900000,6538,11,879600,879600,879601,1,-0.184687,4.88756e-10,0.0848214,0.066,0.0188214,1,0.703581,0.703581,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767277800000,6527,11,878687,878687,878688,1,0.530093,0.825611,0.0863095,0.0675714,0.0187381,1,0.687701,0.687701,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767278700000,6516,11,879026,879026,879027,1,-0.155509,4.63199,0.0877976,0.0691429,0.0186548,1,-0.54436,-0.54436,0,0,0,exec_passive,exec_passive,1000,0.05
1767279600000,6516,11,879615,879615,879616,1,-0.531451,0.000462978,0.0892857,0.0691429,0.0201429,1,0.592897,0.592897,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767280500000,6505,11,879847,879847,879848,1,0.395046,0.314834,0.0907738,0.0707143,0.0200595,1,0.777219,0.777219,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767281400000,6494,11,880119,880119,880120,1,0.214258,0.00633891,0.0922619,0.0722857,0.0199762,1,0.793249,0.793249,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767282300000,6483,11,880126,880126,880127,1,0.383809,0.751661,0.09375,0.0738571,0.0198929,1,0.641286,0.641286,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767283200000,6472,11,880314,880314,880315,1,0.306766,0.973516,0.0952381,0.0754286,0.0198095,1,0.551577,0.551577,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767284100000,6461,11,879429,879429,879430,1,-0.503185,1.67801,0.0967262,0.077,0.0197262,1,0.127613,0.127613,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767285000000,6450,11,879607,879607,879608,1,-0.697353,0.00206561,0.0982143,0.0785714,0.0196429,1,0.509486,0.509486,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767285900000,6439,11,879400,879400,879401,1,-0.0585774,3.58781e-05,0.0997024,0.0801429,0.0195595,1,0.686222,0.686222,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767286800000,6428,11,879956,879956,879957,1,0.459644,0.836461,0.10119,0.0817143,0.0194762,1,0.606638,0.606638,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767287700000,6417,11,880521,880521,880522,1,0.731017,2.29845e-06,0.102679,0.0832857,0.0193929,1,0.89482,0.89482,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767288600000,6406,11,882583,882583,882584,1,-0.434783,0.784465,0.104167,0.0848571,0.0193095,1,0.34847,0.34847,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767289500000,6395,11,883497,883497,883498,1,-0.262946,0.32728,0.105655,0.0864286,0.0192262,1,2.70369,2.70369,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767290400000,6384,11,883256,883256,883257,1,0.718387,1.43004,0.107143,0.088,0.0191429,1,3.15811,3.15811,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767291300000,6373,11,881733,881733,881734,1,-0.55665,0.0511586,0.108631,0.0895714,0.0190595,1,3.03298,3.03298,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767292200000,6362,11,881000,881000,881001,1,-0.00613497,0.00322894,0.110119,0.0911429,0.0189762,1,3.13736,3.13736,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767293100000,6351,11,881822,881822,881823,1,0.835684,0.565124,0.111607,0.0927143,0.0188929,1,4.94529,4.94529,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767294000000,6340,11,881999,881999,882000,1,0.569457,0.0498357,0.113095,0.0942857,0.0188095,1,4.34131,4.34131,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767294900000,6329,11,881244,881244,881245,1,0.0713043,3.0551,0.114583,0.0958571,0.0187262,1,6.43133,6.43133,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767295800000,6318,11,881688,881688,881689,1,-0.312367,9.74084e-06,0.116071,0.0974286,0.0186429,1,3.8353,3.8353,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767296700000,6307,11,883328,883328,883329,1,-0.300668,0.00210236,0.11756,0.099,0.0185595,1,3.79855,3.79855,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767297600000,6296,11,883914,883914,883915,1,0.705017,8.68718,0.119048,0.100571,0.0184762,1,10.0473,10.0473,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767298500000,6285,11,883464,883464,883465,1,0.196915,2.48726e-06,0.120536,0.102143,0.0183929,1,3.80743,3.80743,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767299400000,6274,11,883732,883732,883733,1,0.782946,2.86167,0.122024,0.103714,0.0183095,1,4.64173,4.64173,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767300300000,6263,11,882604,882604,882605,1,-0.431558,1.53547,0.123512,0.105286,0.0182262,1,3.79859,3.79859,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767301200000,6252,11,882638,882638,882639,1,-0.067696,1.12748e-09,0.125,0.106857,0.0181429,1,3.58481,3.58481,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767302100000,6241,11,883937,883937,883938,1,-0.374704,0.0126238,0.126488,0.108429,0.0180595,1,3.46077,3.46077,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767303000000,6230,11,883869,883869,883870,1,-0.0930341,3.38957e-05,0.127976,0.11,0.0179762,1,3.5002,3.5002,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767303900000,6219,11,883337,883337,883338,1,-0.428988,0.375226,0.129464,0.111571,0.0178929,1,3.42264,3.42264,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767304800000,6208,11,883899,883899,883900,1,0.505929,0.000806522,0.130952,0.113143,0.0178095,1,3.59616,3.59616,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767305700000,6197,11,885219,885219,885220,1,0.788909,3.23986,0.13244,0.114714,0.0177262,1,4.08365,4.08365,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767306600000,6186,11,885354,885354,885355,1,-0.506849,0.278214,0.133929,0.116286,0.0176429,1,3.25501,3.25501,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767307500000,6175,11,885939,885939,885940,1,0.469586,0.126454,0.135417,0.117857,0.0175595,1,3.45106,3.45106,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767308400000,6164,11,886649,886649,886650,1,0.334906,7.92511,0.136905,0.119429,0.0174762,1,3.91434,3.91434,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767309300000,6153,11,885793,885793,885794,1,-0.590909,1.27178,0.138393,0.121,0.0173929,1,8.46391,8.46391,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767310200000,6142,11,887311,887311,887312,1,0.00156169,8.83823e-05,0.139881,0.122571,0.0173095,1,5.16743,5.16743,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767311100000,6131,11,888821,888821,888822,1,-0.678134,1.17798,0.141369,0.124143,0.0172262,1,10.1971,10.1971,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767312000000,6120,11,888482,888482,888483,1,-0.0585034,0.151929,0.142857,0.125714,0.0171429,1,7.47634,7.47634,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767312900000,6109,11,886429,886429,886430,1,0.645809,0.00550356,0.144345,0.127286,0.0170595,1,6.75993,6.75993,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767313800000,6098,11,887153,887153,887154,1,-0.398408,0.319297,0.145833,0.128857,0.0169762,1,8.07987,8.07987,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767314700000,6087,11,886999,886999,887000,1,0.518552,0.60299,0.147321,0.130429,0.0168929,1,9.34038,9.34038,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767315600000,6076,11,888389,888389,888390,1,0.818996,1.04694,0.14881,0.132,0.0168095,1,11.2374,11.2374,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767316500000,6065,11,887615,887615,887616,1,-0.666912,2.04074,0.150298,0.133571,0.0167262,1,15.6061,15.6061,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767317400000,6054,11,886900,886900,886901,1,0.645266,0.246657,0.151786,0.135143,0.0166429,1,6.42557,6.42557,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767318300000,6043,11,886336,886336,886337,1,-0.362725,0.00186747,0.153274,0.136714,0.0165595,1,5.27997,5.27997,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767319200000,6032,11,886477,886477,886478,1,0.589474,0.0853443,0.154762,0.138286,0.0164762,1,5.66734,5.66734,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767320100000,6021,11,884897,884897,884898,1,-0.426335,0.0198769,0.15625,0.139857,0.0163929,1,5.22214,5.22214,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767321000000,6010,11,884253,884253,884254,1,-0.505521,0.0968073,0.157738,0.141429,0.0163095,1,5.8601,5.8601,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767321900000,5999,11,884840,884840,884841,1,-0.601286,1.27324e-05,0.159226,0.143,0.0162262,1,4.86221,4.86221,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767322800000,5988,11,886418,886418,886419,1,-0.0768203,0.0603777,0.160714,0.144571,0.0161429,1,5.1233,5.1233,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767323700000,5977,11,889601,889601,889602,1,-0.587251,3.92882,0.162202,0.146143,0.0160595,1,19.6534,19.6534,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767324600000,5966,11,888843,888843,888844,1,0.520408,0.12641,0.16369,0.147714,0.0159762,1,6.70688,6.70688,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767325500000,5955,11,889707,889707,889708,1,-0.485742,0.169197,0.165179,0.149286,0.0158929,1,7.65537,7.65537,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767326400000,5944,11,889459,889459,889460,1,-0.738583,0.288581,0.166667,0.150857,0.0158095,1,9.63436,9.63436,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767327300000,5933,11,888157,888157,888158,1,-0.796034,0.0350015,0.168155,0.152429,0.0157262,1,7.28974,7.28974,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767328200000,5922,11,887472,887472,887473,1,0.85488,4.27558,0.169643,0.154,0.0156429,1,29.3641,29.3641,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767329100000,5911,11,887310,887310,887311,1,-0.745658,3.1728,0.171131,0.155571,0.0155595,1,20.8152,20.8152,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767330000000,5900,11,886410,886410,886411,1,-0.268176,1.51253,0.172619,0.157143,0.0154762,1,12.9024,12.9024,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767330900000,5889,11,886799,886799,886800,1,0.118332,0.0341637,0.174107,0.158714,0.0153929,1,6.87003,6.87003,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767331800000,5878,11,885821,885821,885822,1,0.394737,0.000499845,0.175595,0.160286,0.0153095,1,6.7554,6.7554,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767332700000,5867,11,886823,886823,886824,1,0.466569,1.31279,0.177083,0.161857,0.0152262,1,11.9139,11.9139,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767333600000,5856,11,887636,887636,887637,1,-0.0733728,0.291453,0.178571,0.163429,0.0151429,1,7.50767,7.50767,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767334500000,5845,11,887971,887971,887972,1,0.330285,2.26101,0.18006,0.165,0.0150595,1,15.1981,15.1981,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767335400000,5834,11,889254,889254,889255,1,-0.551077,0.000119713,0.181548,0.166571,0.0149762,1,6.00472,6.00472,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767336300000,5823,11,889798,889798,889799,1,-0.74788,0.209251,0.183036,0.168143,0.0148929,1,6.66438,6.66438,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767337200000,5812,11,889438,889438,889439,1,0.369781,1.36918e-05,0.184524,0.169714,0.0148095,1,6.09574,6.09574,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767338100000,5801,11,890389,890389,890390,1,0.18018,0.515892,0.186012,0.171286,0.0147262,1,8.81211,8.81211,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767339000000,5790,11,889045,889045,889046,1,-0.581419,5.92656,0.1875,0.172857,0.0146429,1,28.288,28.288,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767339900000,5779,11,888657,888657,888658,1,0.700487,0.816941,0.188988,0.174429,0.0145595,1,9.12537,9.12537,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767340800000,5768,11,888666,888666,888667,1,0.666811,1.35197,0.190476,0.176,0.0144762,1,12.1063,12.1063,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767341700000,5757,11,890742,890742,890743,1,-0.377613,0.547341,0.191964,0.177571,0.0143929,1,8.43329,8.43329,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767342600000,5746,11,890568,890568,890569,1,-0.615801,3.6634,0.193452,0.179143,0.0143095,1,17.5503,17.5503,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767343500000,5735,11,890963,890963,890964,1,-0.507231,6.37058e-09,0.19494,0.180714,0.0142262,1,7.29057,7.29057,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767344400000,5724,11,891756,891756,891757,1,-0.599497,2.44615,0.196429,0.182286,0.0141429,1,17.343,17.343,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767345300000,5713,11,892493,892493,892494,1,-0.614769,3.38283,0.197917,0.183857,0.0140595,1,20.3131,20.3131,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767346200000,5702,11,891682,891682,891683,1,-0.748242,5.26496,0.199405,0.185429,0.0139762,1,31.4856,31.4856,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767347100000,5691,11,892523,892523,892524,1,-0.0940514,11.0412,0.200893,0.187,0.0138929,1,41.4693,41.4693,0,0,1,exec_skip,exec_skip,1000,0.05
1767348000000,5691,11,894784,894784,894785,1,0.502989,2.52664,0.202381,0.187,0.015381,1,-3.27723,-3.27723,0,0,0,exec_passive,exec_passive,1000,0.05
1767348900000,5691,11,898429,898429,898430,1,-0.0918854,2.72446,0.203869,0.187,0.016869,1,1.02513,1.02513,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767349800000,5680,11,896016,896016,896017,1,0.324248,4.27249,0.205357,0.188571,0.0167857,1,-1.96525,-1.96525,0,0,0,exec_passive,exec_passive,1000,0.05
1767350700000,5680,11,897034,897034,897035,1,-0.315226,0.188042,0.206845,0.188571,0.0182738,1,6.4302,6.4302,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767351600000,5669,11,896594,896594,896595,1,0.53125,0.00180198,0.208333,0.190143,0.0181905,1,7.90115,7.90115,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767352500000,5658,11,895323,895323,895324,1,-0.0582471,0.0147514,0.209821,0.191714,0.0181071,1,9.05513,9.05513,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767353400000,5647,11,893689,893689,893690,1,0.686875,2.99557,0.21131,0.193286,0.0180238,1,3.9048,3.9048,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767354300000,5636,11,895317,895317,895318,1,0.000510465,1.30646,0.212798,0.194857,0.0179405,1,12.1069,12.1069,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767355200000,5625,11,895050,895050,895051,1,0.764767,0.144246,0.214286,0.196429,0.0178571,1,13.6801,13.6801,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767356100000,5614,11,894819,894819,894820,1,-0.317694,0.00233113,0.215774,0.198,0.0177738,1,10.0968,10.0968,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767357000000,5603,11,894697,894697,894698,1,-0.0751371,0.238017,0.217262,0.199571,0.0176905,1,10.3772,10.3772,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767357900000,5592,11,895252,895252,895253,1,0.335449,0.0104802,0.21875,0.201143,0.0176071,1,11.4109,11.4109,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767358800000,5581,11,894079,894079,894080,1,-0.446211,0.0023384,0.220238,0.202714,0.0175238,1,8.89611,8.89611,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767359700000,5570,11,895657,895657,895658,1,-0.776637,49.4542,0.221726,0.204286,0.0174405,1,30.826,30.826,0,0,1,exec_skip,exec_skip,1000,0.05
1767360600000,5570,11,895585,895585,895586,1,0.228464,0.179424,0.223214,0.204286,0.0189286,1,1.57215,1.57215,1,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767361500000,5559,11,894437,894437,894438,1,-0.0510888,1.43573,0.224702,0.205857,0.0188452,1,-52.8859,-52.8859,0,0,0,exec_passive,exec_passive,1000,0.05
1767362400000,5559,11,893489,893489,893490,1,-0.356347,2.49631,0.22619,0.205857,0.0203333,1,-97.5749,-97.5749,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767363300000,5548,11,891373,891373,891374,1,-0.657568,0.476609,0.227679,0.207429,0.02025,1,-13.7507,-13.7507,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767364200000,5537,11,888867,888867,888868,1,-0.350289,13.556,0.229167,0.209,0.0201667,1,-564.677,-564.677,0,0,1,exec_skip,exec_skip,1000,0.05
1767365100000,5537,11,893968,893968,893969,1,0.687677,16.3603,0.230655,0.209,0.0216548,1,-469.239,-469.239,0,0,1,exec_skip,exec_skip,1000,0.05
1767366000000,5537,11,895804,895804,895805,1,-0.0274069,7.17229,0.232143,0.209,0.0231429,1,1.20939,1.20939,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767366900000,5526,11,891460,891460,891461,1,-0.90179,22.4341,0.233631,0.210571,0.0230595,1,-33.7008,-33.7008,0,0,1,exec_skip,exec_skip,1000,0.05
1767367800000,5526,11,891286,891284,891289,5,-0.80829,6.37733,0.235119,0.210571,0.0245476,1,-73.1958,-73.1958,0,0,0,exec_ioc_touch,exec_ioc_touch,1000,0.05
1767368700000,5515,11,897401,897401,897402,1,-0.810651,19.043,0.236607,0.212143,0.0244643,1,-315.535,-315.535,0,0,1,exec_skip,exec_skip,1000,0.05
