time,bid,ask,mid,spread,microprice,bid_depth,ask_depth,imbalance,mm_bid_queue,mm_ask_queue
1767375024397,906705,906706,906705,1,906706,961,149,0.731532,-1,-1
1767375036397,906666,906667,906666,1,906667,1186,611,0.319978,-1,-1
1767375048397,905954,905955,905954,1,905954,297,830,-0.472937,-1,-1
1767375060397,905795,905922,905858,127,905888,940,348,0.459627,-1,-1
1767375072397,905514,905515,905514,1,905514,475,1318,-0.470162,-1,-1
1767375084397,904802,904803,904802,1,904802,385,693,-0.285714,-1,-1
1767375096398,905061,905062,905061,1,905062,743,417,0.281034,-1,-1
1767375108397,905049,905050,905049,1,905049,344,1105,-0.52519,-1,-1
1767375120397,905313,905314,905313,1,905313,404,899,-0.379893,-1,-1
1767375132397,905148,905149,905148,1,905148,705,801,-0.063745,-1,-1
1767375144397,904993,904994,904993,1,904993,453,1695,-0.578212,-1,-1
1767375156397,905174,905175,905174,1,905174,694,926,-0.14321,-1,-1
1767375168398,905595,905596,905595,1,905596,675,377,0.28327,-1,-1
1767375180397,905541,905720,905630,179,905561,79,634,-0.778401,-1,-1
1767375192397,905538,905626,905582,88,905574,288,409,-0.173601,-1,-1
1767375204397,905909,905910,905909,1,905909,356,716,-0.335821,-1,-1
1767375216398,905627,905628,905627,1,905627,810,859,-0.0293589,-1,-1
1767375228397,905101,905102,905101,1,905101,515,1175,-0.390533,-1,-1
1767375240398,905282,905283,905282,1,905283,878,140,0.724951,-1,-1
1767375252397,904590,904591,904590,1,904590,408,927,-0.388764,-1,-1
1767375264397,903969,903970,903969,1,903970,895,261,0.548443,-1,-1
1767375276397,904148,904149,904148,1,904149,556,366,0.206074,-1,-1
1767375288397,904389,904390,904389,1,904389,234,843,-0.56546,-1,-1
1767375300397,904623,904624,904623,1,904624,549,350,0.221357,-1,-1
1767375312398,905095,905096,905095,1,905096,798,363,0.374677,-1,-1
1767375324398,904962,904963,904962,1,904963,1542,224,0.746319,-1,-1
1767375336198,905052,905053,905052,1,905053,885,279,0.520619,-1,-1
1767375348198,904943,904944,904943,1,904944,1688,685,0.422672,-1,-1
1767375360397,905242,905243,905242,1,905243,1875,443,0.617774,-1,-1
1767375372397,905071,905072,905071,1,905071,433,1302,-0.500865,-1,-1
1767375384397,904891,904892,904891,1,904891,736,987,-0.145676,-1,-1
1767375396397,905217,905218,905217,1,905217,269,1403,-0.67823,-1,-1
1767375408397,905003,905004,905003,1,905004,706,466,0.204778,-1,-1
1767375420398,905313,905314,905313,1,905314,1278,601,0.360298,-1,-1
1767375432597,905433,905580,905506,147,905539,1453,563,0.441468,-1,-1
1767375444597,905591,905592,905591,1,905592,2278,1112,0.343953,-1,-1
1767375456597,905476,905576,905526,100,905492,270,1395,-0.675676,-1,-1
1767375468597,905419,905420,905419,1,905420,2667,359,0.762723,-1,-1
1767375480597,905140,905335,905237,195,905168,261,1549,-0.711602,-1,-1
1767375492597,904107,904108,904107,1,904107,244,1151,-0.650179,-1,-1
1767375504597,904354,904355,904354,1,904355,1835,153,0.846076,-1,-1
1767375516598,904740,904741,904740,1,904741,1027,478,0.364784,-1,-1
1767375528598,904437,904438,904437,1,904438,941,891,0.0272926,-1,-1
1767375540598,904388,904389,904388,1,904389,1161,522,0.379679,-1,-1
1767375552597,904437,904438,904437,1,904438,1151,695,0.247021,-1,-1
1767375564597,904253,904254,904253,1,904253,436,894,-0.344361,-1,-1
1767375576597,904400,904401,904400,1,904400,280,1064,-0.583333,-1,-1
1767375588597,904733,904734,904733,1,904734,1145,481,0.408364,-1,-1
1767375600598,904773,904774,904773,1,904774,965,474,0.341209,-1,-1
1767375612598,904851,904852,904851,1,904851,255,1550,-0.717452,-1,-1
1767375624597,904571,904572,904571,1,904572,1167,1070,0.0433616,-1,-1
1767375636598,904519,904520,904519,1,904519,275,1462,-0.683362,-1,-1
1767375648597,904472,904473,904472,1,904472,501,1245,-0.426117,-1,-1
1767375660597,904063,904301,904182,238,904160,898,1296,-0.181404,-1,-1
1767375672598,904688,904689,904688,1,904689,1571,540,0.488394,-1,-1
1767375684598,904980,904981,904980,1,904981,784,539,0.185185,-1,-1
1767375696597,905033,905034,905033,1,905033,136,791,-0.70658,-1,-1
1767375708597,904773,904774,904773,1,904773,366,1446,-0.596026,-1,-1
1767375720597,904947,904948,904947,1,904948,777,753,0.0156863,-1,-1
1767375732598,905063,905064,905063,1,905063,1084,1281,-0.0832981,-1,-1
1767375744597,905205,905206,905205,1,905206,819,336,0.418182,-1,-1
1767375756597,905562,905563,905562,1,905562,149,844,-0.699899,-1,-1
1767375768598,905515,905516,905515,1,905516,1139,473,0.413151,-1,-1
1767375780597,905579,905580,905579,1,905579,610,896,-0.189907,-1,-1
1767375792597,905216,905217,905216,1,905216,136,1042,-0.7691,-1,-1
1767375804597,905015,905016,905015,1,905015,253,1241,-0.661312,-1,-1
1767375816597,904899,904900,904899,1,904899,144,1209,-0.78714,-1,-1
1767375828597,904974,904975,904974,1,904974,584,1287,-0.375735,-1,-1
1767375840597,904974,904975,904974,1,904974,450,1001,-0.379738,-1,-1
1767375852598,904999,905000,904999,1,905000,812,531,0.209233,-1,-1
1767375864597,904976,904977,904976,1,904977,1466,252,0.706636,-1,-1
1767375876597,904975,904976,904975,1,904975,952,1073,-0.0597531,-1,-1
1767375888597,905039,905040,905039,1,905039,550,989,-0.28525,-1,-1
1767375900597,905229,905230,905229,1,905230,826,794,0.0197531,-1,-1
1767375912598,905387,905388,905387,1,905387,580,1105,-0.311573,-1,-1
1767375924598,905587,905588,905587,1,905587,731,817,-0.0555556,-1,-1
1767375936597,905324,905325,905324,1,905324,371,770,-0.349693,-1,-1
1767375948597,905251,905252,905251,1,905251,402,912,-0.388128,-1,-1
1767375960798,905422,905423,905422,1,905422,522,1391,-0.45426,-1,-1
1767375972797,905553,905554,905553,1,905553,160,761,-0.652552,-1,-1
1767375984797,905510,905511,905510,1,905511,837,775,0.0384615,-1,-1
1767375996797,905353,905373,905363,20,905360,896,1603,-0.282913,-1,-1
1767376008798,905395,905396,905395,1,905395,858,1130,-0.136821,-1,-1
1767376020797,905063,905064,905063,1,905064,735,669,0.0470085,-1,-1
1767376032798,904954,904955,904954,1,904954,531,1341,-0.432692,-1,-1
1767376044797,905062,905063,905062,1,905062,976,1707,-0.272456,-1,-1
1767376056797,905155,905156,905155,1,905155,210,1097,-0.678653,-1,-1
1767376068797,905037,905038,905037,1,905037,295,1083,-0.571843,-1,-1
1767376080798,905170,905171,905170,1,905171,926,551,0.253893,-1,-1
1767376092798,904835,904836,904835,1,904835,318,1635,-0.674347,-1,-1
1767376104798,904500,904501,904500,1,904500,305,1338,-0.628728,-1,-1
1767376116798,903982,903983,903982,1,903982,563,887,-0.223448,-1,-1
1767376128797,904054,904055,904054,1,904055,912,693,0.136449,-1,-1
1767376140798,904126,904127,904126,1,904127,777,736,0.0270985,-1,-1
1767376152797,904075,904076,904075,1,904075,120,928,-0.770992,-1,-1
1767376164797,903818,903819,903818,1,903819,1905,891,0.362661,-1,-1
1767376176798,903446,903447,903446,1,903446,205,1142,-0.69562,-1,-1
1767376188797,902590,902591,902590,1,902590,259,1488,-0.703492,-1,-1
1767376200797,902638,902639,902638,1,902638,419,863,-0.346334,-1,-1
1767376212597,902389,902390,902389,1,902389,382,445,-0.076179,-1,-1
1767376224597,902120,902121,902120,1,902120,132,1031,-0.773001,-1,-1
1767376236597,902337,902338,902337,1,902337,286,912,-0.522538,-1,-1
1767376248597,902447,902448,902447,1,902447,591,1325,-0.38309,-1,-1
1767376260597,902400,902401,902400,1,902401,1472,641,0.39328,-1,-1
1767376272597,902468,902469,902468,1,902469,1203,1023,0.0808625,-1,-1
1767376284598,902895,902896,902895,1,902896,1125,416,0.460091,-1,-1
1767376296597,903194,903195,903194,1,903195,1239,272,0.639974,-1,-1
1767376308597,902895,902896,902895,1,902895,914,1064,-0.0758342,-1,-1
1767376320597,902970,902971,902970,1,902971,616,606,0.00818331,-1,-1
1767376332598,902621,902622,902621,1,902622,885,450,0.325843,-1,-1
1767376344597,902783,902784,902783,1,902784,1222,317,0.588044,-1,-1
1767376356598,902643,902644,902643,1,902644,1157,346,0.539587,-1,-1
1767376368597,902661,902662,902661,1,902661,722,959,-0.140988,-1,-1
1767376380597,903145,903146,903145,1,903145,616,1049,-0.26006,-1,-1
1767376392598,903255,903256,903255,1,903255,299,428,-0.177442,-1,-1
1767376404597,903773,903774,903773,1,903773,175,1369,-0.773316,-1,-1
1767376416597,903651,903652,903651,1,903651,555,772,-0.163527,-1,-1
1767376428597,903611,903612,903611,1,903611,748,884,-0.0833333,-1,-1
1767376440597,903342,903343,903342,1,903343,1171,756,0.215361,-1,-1
1767376452597,903508,903509,903508,1,903509,744,348,0.362637,-1,-1
1767376464597,903068,903107,903087,39,903076,327,1240,-0.582642,-1,-1
1767376476597,903322,903323,903322,1,903323,895,220,0.605381,-1,-1
1767376488597,903716,903717,903716,1,903717,599,567,0.0274443,-1,-1
1767376500598,903238,903393,903315,155,903265,247,1187,-0.655509,-1,-1
1767376512598,903467,903468,903467,1,903467,516,1350,-0.446945,-1,-1
1767376524597,903602,903603,903602,1,903603,730,350,0.351852,-1,-1
1767376536797,903445,903446,903445,1,903445,943,1143,-0.0958773,-1,-1
1767376548797,903371,903372,903371,1,903371,697,1163,-0.250538,-1,-1
1767376560797,903777,903778,903777,1,903778,1138,628,0.288788,-1,-1
1767376572797,903999,904000,903999,1,903999,478,693,-0.183604,-1,-1
1767376584797,903839,903861,903850,22,903858,1014,170,0.712838,-1,-1
1767376596797,903802,903803,903802,1,903802,173,995,-0.703767,-1,-1
1767376608797,903544,903545,903544,1,903544,372,1445,-0.590534,-1,-1
1767376620797,903545,903713,903629,168,903686,888,172,0.675472,-1,-1
1767376632797,903552,903553,903552,1,903552,606,779,-0.12491,-1,-1
1767376644798,903705,903706,903705,1,903706,952,600,0.226804,-1,-1
1767376656797,903673,903674,903673,1,903674,1287,321,0.600746,-1,-1
1767376668798,903556,903557,903556,1,903556,649,680,-0.0233258,-1,-1
1767376680797,903570,903571,903570,1,903570,556,660,-0.0855263,-1,-1
1767376692798,903566,903567,903566,1,903567,899,202,0.633061,-1,-1
1767376704797,903189,903190,903189,1,903189,685,817,-0.0878828,-1,-1
1767376716797,903208,903209,903208,1,903208,183,1043,-0.701468,-1,-1
1767376728797,903078,903079,903078,1,903078,511,1588,-0.513101,-1,-1
1767376740797,903190,903191,903190,1,903190,695,841,-0.0950521,-1,-1
1767376752798,903512,903513,903512,1,903512,616,1102,-0.282887,-1,-1
1767376764797,903492,903493,903492,1,903493,966,491,0.326012,-1,-1
1767376776798,903532,903533,903532,1,903533,1292,530,0.418222,-1,-1
1767376788798,903506,903507,903506,1,903506,876,1170,-0.143695,-1,-1
1767376800798,903772,903773,903772,1,903772,423,972,-0.393548,-1,-1
1767376812797,903693,903694,903693,1,903694,1253,1047,0.0895652,-1,-1
1767376824797,903618,903690,903654,72,903634,308,1112,-0.566197,-1,-1
1767376836797,904416,904417,904416,1,904416,949,1002,-0.0271656,-1,-1
1767376848797,904122,904123,904122,1,904122,330,937,-0.479084,-1,-1
1767376860797,904467,904468,904467,1,904468,880,249,0.558902,-1,-1
1767376872797,904729,904730,904729,1,904730,1525,220,0.747851,-1,-1
1767376884797,904889,904890,904889,1,904889,589,681,-0.0724409,-1,-1
1767376896797,904687,904688,904687,1,904688,1113,464,0.411541,-1,-1
1767376908797,904632,904633,904632,1,904633,981,729,0.147368,-1,-1
1767376920798,905049,905050,905049,1,905049,231,868,-0.579618,-1,-1
1767376932797,904769,904770,904769,1,904769,375,975,-0.444444,-1,-1
1767376944798,904774,904775,904774,1,904774,665,972,-0.187538,-1,-1
1767376956797,905094,905095,905094,1,905095,645,607,0.0303514,-1,-1
1767376968798,904632,904633,904632,1,904632,251,1403,-0.696493,-1,-1
1767376980798,904722,904723,904722,1,904723,1263,525,0.412752,-1,-1
1767376992798,905012,905013,905012,1,905012,602,1346,-0.38193,-1,-1
1767377004797,904867,904868,904867,1,904867,644,1191,-0.298093,-1,-1
1767377016798,904898,904899,904898,1,904898,577,1077,-0.302297,-1,-1
1767377028798,905084,905085,905084,1,905084,783,1011,-0.12709,-1,-1
1767377040798,905255,905256,905255,1,905255,742,1714,-0.395765,-1,-1
1767377052797,905265,905266,905265,1,905266,1388,635,0.372219,-1,-1
1767377064797,905287,905394,905340,107,905306,218,1040,-0.653418,-1,-1
1767377076797,905310,905311,905310,1,905310,869,1682,-0.318699,-1,-1
1767377088598,905360,905361,905360,1,905360,756,1094,-0.182703,-1,-1
1767377100597,905523,905524,905523,1,905523,587,1422,-0.41563,-1,-1
1767377112597,905050,905051,905050,1,905050,610,1181,-0.318816,-1,-1
1767377124597,904695,904733,904714,38,904701,263,1340,-0.671865,-1,-1
1767377136797,904823,904824,904823,1,904823,548,918,-0.252387,-1,-1
1767377148797,904340,904341,904340,1,904340,447,1237,-0.469121,-1,-1
1767377160798,903789,903790,903789,1,903789,303,1533,-0.669935,-1,-1
1767377172798,903526,903527,903526,1,903526,264,970,-0.572123,-1,-1
1767377184797,903179,903180,903179,1,903179,173,1297,-0.764626,-1,-1
1767377196797,903156,903157,903156,1,903156,542,934,-0.265583,-1,-1
1767377208797,903018,903019,903018,1,903018,441,1445,-0.532344,-1,-1
1767377220798,903156,903157,903156,1,903157,1275,542,0.403412,-1,-1
1767377232797,903423,903424,903423,1,903423,522,1024,-0.324709,-1,-1
1767377244797,903499,903500,903499,1,903499,213,1422,-0.73945,-1,-1
1767377256797,903712,903713,903712,1,903712,648,1201,-0.299081,-1,-1
1767377268797,903889,903890,903889,1,903889,361,903,-0.428797,-1,-1
1767377280997,904082,904083,904082,1,904083,1177,441,0.454883,-1,-1
1767377292998,904053,904054,904053,1,904053,308,1257,-0.60639,-1,-1
1767377304997,903783,903784,903783,1,903783,261,1023,-0.593458,-1,-1
1767377316997,903471,903472,903471,1,903471,519,1135,-0.37243,-1,-1
1767377328998,903263,903264,903263,1,903263,576,1329,-0.395276,-1,-1
1767377340998,902951,902952,902951,1,902951,405,1184,-0.490245,-1,-1
1767377352997,903047,903048,903047,1,903047,668,896,-0.14578,-1,-1
1767377364998,903212,903213,903212,1,903212,358,1084,-0.503467,-1,-1
1767377376998,902976,902977,902976,1,902976,486,701,-0.181129,-1,-1
1767377388997,903145,903146,903145,1,903146,1193,366,0.530468,-1,-1
1767377400997,903157,903160,903158,3,903159,1073,217,0.663566,-1,-1
1767377412997,903055,903056,903055,1,903055,757,910,-0.0917816,-1,-1
1767377424997,903384,903385,903384,1,903384,372,1036,-0.471591,-1,-1
1767377436997,903098,903099,903098,1,903098,246,790,-0.525097,-1,-1
1767377448997,902841,902842,902841,1,902841,245,1255,-0.673333,-1,-1
1767377460997,902691,902692,902691,1,902691,416,918,-0.376312,-1,-1
1767377472997,903065,903066,903065,1,903066,912,738,0.105455,-1,-1
1767377484997,902943,902944,902943,1,902943,668,879,-0.136393,-1,-1
1767377496997,902801,902802,902801,1,902801,671,860,-0.123449,-1,-1
1767377508997,902836,902837,902836,1,902837,1063,515,0.347275,-1,-1
1767377520997,902820,902821,902820,1,902820,339,1449,-0.620805,-1,-1
1767377532998,902500,902501,902500,1,902501,2751,1413,0.321326,-1,-1
1767377544997,902500,902501,902500,1,902501,2758,1673,0.244866,-1,-1
1767377556997,902690,902691,902690,1,902690,510,773,-0.204988,-1,-1
1767377568997,902653,902654,902653,1,902654,1121,454,0.423492,-1,-1
1767377580997,902328,902329,902328,1,902328,691,1394,-0.33717,-1,-1
1767377592997,902624,902625,902624,1,902624,635,1491,-0.402634,-1,-1
1767377604998,902452,902453,902452,1,902452,742,1278,-0.265347,-1,-1
1767377617197,902452,902453,902452,1,902452,181,1445,-0.777368,-1,-1
1767377629197,902304,902305,902304,1,902304,46,1426,-0.9375,-1,-1
1767377641197,902522,902523,902522,1,902522,226,935,-0.61068,-1,-1
1767377653197,902805,902806,902805,1,902806,817,349,0.401372,-1,-1
1767377665198,902821,902822,902821,1,902822,675,557,0.0957792,-1,-1
1767377677197,903164,903165,903164,1,903165,1029,156,0.736709,-1,-1
1767377689197,903549,903550,903549,1,903549,466,970,-0.350975,-1,-1
1767377701197,903661,903662,903661,1,903661,742,794,-0.0338542,-1,-1
1767377713397,903232,903233,903232,1,903232,545,1191,-0.37212,-1,-1
1767377725398,903604,903605,903604,1,903605,1570,188,0.786121,-1,-1
1767377737397,903944,903945,903944,1,903944,653,938,-0.179133,-1,-1
1767377749397,903418,903419,903418,1,903418,374,1383,-0.574274,-1,-1
1767377761397,903132,903260,903196,128,903240,1723,324,0.683439,-1,-1
1767377773397,903600,903601,903600,1,903600,703,759,-0.0383037,-1,-1
1767377785397,903758,903759,903758,1,903758,522,1033,-0.328617,-1,-1
1767377797397,903655,903656,903655,1,903655,798,1636,-0.344289,-1,-1
1767377809397,903353,903354,903353,1,903353,662,1172,-0.278081,-1,-1
1767377821397,903725,903726,903725,1,903726,1209,308,0.593935,-1,-1
1767377833398,903803,903804,903803,1,903803,221,1442,-0.734215,-1,-1
1767377845397,903778,903779,903778,1,903778,419,1653,-0.59556,-1,-1
1767377857397,903725,903726,903725,1,903726,873,311,0.474662,-1,-1
1767377869397,903662,903663,903662,1,903662,332,1229,-0.574632,-1,-1
1767377881398,903838,903839,903838,1,903838,355,803,-0.386874,-1,-1
1767377893397,903956,903957,903956,1,903956,335,1163,-0.552737,-1,-1
1767377905397,904136,904137,904136,1,904137,703,418,0.254237,-1,-1
1767377917397,904594,904595,904594,1,904594,197,1484,-0.765616,-1,-1
1767377929397,904597,904598,904597,1,904598,897,702,0.121951,-1,-1
1767377941397,904999,905000,904999,1,905000,1085,373,0.48834,-1,-1
1767377953398,905053,905054,905053,1,905054,1240,751,0.245605,-1,-1
1767377965197,904891,904934,904912,43,904929,955,132,0.75713,-1,-1
1767377977197,904707,904708,904707,1,904707,368,1432,-0.591111,-1,-1
1767377989197,904584,904585,904584,1,904584,303,1966,-0.732922,-1,-1
1767378001197,904629,904630,904629,1,904630,905,629,0.179922,-1,-1
1767378013198,904492,904493,904492,1,904492,700,940,-0.146341,-1,-1
1767378025197,904533,904534,904533,1,904534,1350,513,0.449275,-1,-1
1767378037398,904407,904408,904407,1,904407,529,1024,-0.318738,-1,-1
1767378049397,904275,904276,904275,1,904276,846,677,0.110965,-1,-1
1767378061397,904381,904382,904381,1,904381,428,1175,-0.466001,-1,-1
1767378073397,904562,904563,904562,1,904563,1336,228,0.70844,-1,-1
1767378085397,905173,905174,905173,1,905174,1189,46,0.925506,-1,-1
1767378097397,905278,905396,905337,118,905381,1015,144,0.75151,-1,-1
1767378109397,905513,905514,905513,1,905513,642,1135,-0.277434,-1,-1
1767378121397,905037,905038,905037,1,905037,493,910,-0.29722,-1,-1
1767378133397,904919,904920,904919,1,904920,1416,275,0.674749,-1,-1
1767378145397,904738,904739,904738,1,904738,278,1209,-0.626093,-1,-1
1767378157397,904956,904957,904956,1,904956,526,1953,-0.575635,-1,-1
1767378169397,905350,905351,905350,1,905351,870,451,0.317184,-1,-1
1767378181397,905043,905044,905043,1,905043,383,1117,-0.489333,-1,-1
1767378193397,904942,904943,904942,1,904942,118,1761,-0.874401,-1,-1
1767378205397,904542,904543,904542,1,904542,237,1653,-0.749206,-1,-1
1767378217398,904211,904212,904211,1,904211,89,1333,-0.874824,-1,-1
1767378229398,903913,903914,903913,1,903913,276,1462,-0.682394,-1,-1
1767378241597,903594,903595,903594,1,903594,237,1644,-0.748006,-1,-1
1767378253597,903646,903647,903646,1,903646,627,670,-0.0331534,-1,-1
1767378265597,903893,903894,903893,1,903893,315,951,-0.50237,-1,-1
1767378277597,904069,904070,904069,1,904069,418,1471,-0.557438,-1,-1
1767378289597,903600,903601,903600,1,903600,446,1086,-0.417755,-1,-1
1767378301597,903656,903657,903656,1,903656,445,934,-0.354605,-1,-1
1767378313597,903403,903404,903403,1,903403,109,1282,-0.843278,-1,-1
1767378325598,902894,902895,902894,1,902894,296,1638,-0.693899,-1,-1
1767378337597,903344,903345,903344,1,903344,416,1421,-0.547088,-1,-1
1767378349598,903396,903397,903396,1,903396,575,670,-0.0763052,-1,-1
1767378361597,903346,903347,903346,1,903346,487,1500,-0.509814,-1,-1
1767378373598,903346,903347,903346,1,903346,676,955,-0.171061,-1,-1
1767378385598,902892,902893,902892,1,902893,885,276,0.524548,-1,-1
1767378397597,903299,903300,903299,1,903299,554,633,-0.0665543,-1,-1
1767378409598,902742,902743,902742,1,902743,1045,440,0.407407,-1,-1
1767378421597,902698,902699,902698,1,902698,330,1278,-0.589552,-1,-1
1767378433597,902698,902699,902698,1,902699,1193,183,0.734012,-1,-1
1767378445597,903016,903017,903016,1,903017,1241,263,0.650266,-1,-1
1767378457597,902788,902789,902788,1,902788,342,1550,-0.638478,-1,-1
1767378469597,903203,903204,903203,1,903203,316,1494,-0.650829,-1,-1
1767378481597,903366,903367,903366,1,903366,637,976,-0.210167,-1,-1
1767378493797,903064,903090,903077,26,903069,310,1234,-0.598446,-1,-1
1767378505797,902827,902828,902827,1,902827,322,1223,-0.583172,-1,-1
1767378517797,902818,902819,902818,1,902819,1568,490,0.52381,-1,-1
1767378529797,903046,903047,903046,1,903047,708,194,0.569845,-1,-1
1767378541797,903046,903047,903046,1,903046,469,812,-0.26776,-1,-1
1767378553797,903046,903047,903046,1,903046,384,966,-0.431111,-1,-1
1767378565797,903046,903047,903046,1,903047,1075,673,0.229977,-1,-1
1767378577797,903046,903047,903046,1,903046,889,890,-0.000562114,-1,-1
1767378589797,903382,903384,903383,2,903382,368,1477,-0.601084,-1,-1
1767378601797,902903,902904,902903,1,902903,270,1481,-0.691605,-1,-1
1767378613797,903048,903049,903048,1,903049,1689,354,0.653451,-1,-1
1767378625797,903030,903031,903030,1,903030,608,1448,-0.40856,-1,-1
1767378637797,902999,903000,902999,1,903000,1276,359,0.560856,-1,-1
1767378649797,902999,903000,902999,1,902999,771,1206,-0.22003,-1,-1
1767378661797,902935,902936,902935,1,902935,157,1647,-0.825942,-1,-1
1767378673797,903030,903031,903030,1,903030,626,1091,-0.270821,-1,-1
1767378685797,902937,902938,902937,1,902937,454,1182,-0.444988,-1,-1
1767378697798,902450,902451,902450,1,902450,508,780,-0.21118,-1,-1
1767378709797,902364,902365,902364,1,902364,270,1475,-0.690544,-1,-1
1767378721797,902328,902329,902328,1,902328,406,955,-0.40338,-1,-1
1767378733797,901956,901957,901956,1,901956,559,1478,-0.451154,-1,-1
1767378745797,902059,902060,902059,1,902059,464,1377,-0.495926,-1,-1
1767378757797,901657,901658,901657,1,901657,672,1067,-0.227142,-1,-1
1767378769798,901556,901557,901556,1,901557,1376,575,0.410559,-1,-1
1767378781797,901457,901480,901468,23,901463,365,957,-0.447806,-1,-1
1767378793797,901204,901205,901204,1,901204,153,1495,-0.81432,-1,-1
1767378805797,901521,901522,901521,1,901521,262,1448,-0.693567,-1,-1
1767378817797,901490,901495,901492,5,901491,281,1200,-0.620527,-1,-1
1767378829797,901756,901757,901756,1,901757,1245,242,0.674512,-1,-1
1767378841597,901626,901627,901626,1,901626,863,1538,-0.281133,-1,-1
1767378853597,901760,901761,901760,1,901760,198,1418,-0.75495,-1,-1
1767378865597,902007,902008,902007,1,902007,464,965,-0.350595,-1,-1
1767378877597,901708,901709,901708,1,901708,226,1195,-0.681914,-1,-1
1767378889597,901500,901501,901500,1,901500,75,1239,-0.885845,-1,-1
1767378901597,901409,901410,901409,1,901409,337,1179,-0.555409,-1,-1
1767378913597,901224,901225,901224,1,901224,591,1558,-0.449977,-1,-1
1767378925598,901224,901225,901224,1,901224,552,1511,-0.464857,-1,-1
1767378937597,900113,900114,900113,1,900113,319,2101,-0.736364,-1,-1
1767378949597,900119,900120,900119,1,900119,212,1287,-0.717145,-1,-1
1767378961598,900300,900301,900300,1,900301,1001,173,0.705281,-1,-1
1767378973597,900342,900343,900342,1,900342,422,1286,-0.505855,-1,-1
1767378985597,900359,900360,900359,1,900359,547,1205,-0.375571,-1,-1
1767378997597,900000,900001,900000,1,900000,897,994,-0.0512956,-1,-1
1767379009597,900041,900042,900041,1,900041,477,1518,-0.521805,-1,-1
1767379021597,900079,900080,900079,1,900079,447,1214,-0.46177,-1,-1
1767379033797,900324,900325,900324,1,900325,555,388,0.177094,-1,-1
1767379045798,900652,900653,900652,1,900653,612,314,0.321814,-1,-1
1767379057797,900615,900616,900615,1,900616,795,412,0.317316,-1,-1
1767379069797,900652,900653,900652,1,900653,618,457,0.149767,-1,-1
1767379081798,900938,900939,900938,1,900939,860,481,0.282625,-1,-1
1767379093797,901595,901596,901595,1,901595,398,891,-0.382467,-1,-1
1767379105797,901779,901780,901779,1,901779,520,870,-0.251799,-1,-1
1767379117797,902033,902034,902033,1,902034,648,536,0.0945946,-1,-1
1767379129798,901853,901854,901853,1,901853,879,1143,-0.130564,-1,-1
1767379141997,901831,901832,901831,1,901831,657,1619,-0.422671,-1,-1
1767379153997,901850,901851,901850,1,901851,817,778,0.0244514,-1,-1
1767379165997,901851,901947,901899,96,901871,378,1428,-0.581395,-1,-1
1767379177997,901233,901378,901305,145,901237,58,1823,-0.938331,-1,-1
1767379189997,901424,901425,901424,1,901424,472,1453,-0.50961,-1,-1
1767379201997,901277,901278,901277,1,901277,665,1056,-0.227193,-1,-1
1767379213998,901072,901073,901072,1,901073,1152,572,0.336427,-1,-1
1767379225997,901401,901402,901401,1,901401,522,1382,-0.451681,-1,-1
1767379237997,901224,901225,901224,1,901224,370,1962,-0.682676,-1,-1
1767379249997,900292,900293,900292,1,900292,526,1130,-0.364734,-1,-1
1767379261997,900028,900029,900028,1,900029,900,259,0.553063,-1,-1
1767379273997,900298,900299,900298,1,900298,354,990,-0.473214,-1,-1
1767379285997,900241,900242,900241,1,900241,270,1176,-0.626556,-1,-1
1767379297997,900285,900286,900285,1,900285,381,909,-0.409302,-1,-1
1767379309997,899824,899863,899843,39,899830,265,1516,-0.702414,-1,-1
1767379321997,900201,900202,900201,1,900201,430,1099,-0.437541,-1,-1
1767379333997,900592,900593,900592,1,900593,779,468,0.249399,-1,-1
1767379345998,900366,900367,900366,1,900366,280,1236,-0.630607,-1,-1
1767379357998,899702,899703,899702,1,899702,449,1302,-0.48715,-1,-1
1767379369997,899866,899867,899866,1,899867,549,419,0.134298,-1,-1
1767379381998,899963,899964,899963,1,899963,418,975,-0.399856,-1,-1
1767379393997,900167,900168,900167,1,900167,403,424,-0.025393,-1,-1
1767379405997,900167,900168,900167,1,900167,409,769,-0.305603,-1,-1
1767379417997,899961,899962,899961,1,899961,446,1630,-0.570328,-1,-1
1767379429997,899875,899876,899875,1,899875,905,965,-0.0320856,-1,-1
1767379441997,900127,900128,900127,1,900128,1237,691,0.283195,-1,-1
1767379453998,900252,900253,900252,1,900252,686,1511,-0.375512,-1,-1
1767379465997,900368,900369,900368,1,900369,1008,22,0.957282,-1,-1
1767379477997,900404,900405,900404,1,900404,671,1071,-0.229621,-1,-1
1767379490197,900445,900446,900445,1,900445,320,1273,-0.598242,-1,-1
1767379502197,900084,900085,900084,1,900084,707,997,-0.170188,-1,-1
1767379514197,900138,900139,900138,1,900138,580,764,-0.136905,-1,-1
1767379526197,900204,900205,900204,1,900205,790,577,0.155816,-1,-1
1767379538197,900087,900088,900087,1,900087,494,1539,-0.514019,-1,-1
1767379550198,899832,899833,899832,1,899832,651,775,-0.0869565,-1,-1
1767379562397,900008,900009,900008,1,900008,254,1303,-0.673732,-1,-1
1767379574397,900193,900194,900193,1,900193,794,935,-0.08155,-1,-1
1767379586397,900089,900090,900089,1,900089,737,1123,-0.207527,-1,-1
1767379598397,899982,899983,899982,1,899983,1098,292,0.579856,-1,-1
1767379610397,900450,900451,900450,1,900450,545,707,-0.129393,-1,-1
