time,bid,ask,mid,spread,microprice,bid_depth,ask_depth,imbalance,mm_bid_queue,mm_ask_queue
1767226038997,877046,877047,877046,1,877047,1440,274,0.68028,-1,-1
1767226051197,877206,877207,877206,1,877206,856,949,-0.0515235,-1,-1
1767226063197,877266,877267,877266,1,877267,1419,222,0.729433,-1,-1
1767226075198,877385,877386,877385,1,877385,749,1158,-0.214473,-1,-1
1767226087197,877385,877386,877385,1,877386,1433,375,0.585177,-1,-1
1767226099197,877385,877386,877385,1,877386,1475,392,0.580075,-1,-1
1767226111398,877385,877386,877385,1,877386,1391,364,0.585185,-1,-1
1767226123597,877673,877674,877673,1,877674,1393,294,0.651452,-1,-1
1767226135598,877553,877554,877553,1,877553,374,1345,-0.564863,-1,-1
1767226147797,877603,877604,877603,1,877604,1005,830,0.0953678,-1,-1
1767226159798,877553,877554,877553,1,877553,574,1432,-0.427717,-1,-1
1767226171798,877573,877574,877573,1,877574,1388,304,0.640662,-1,-1
1767226183798,877573,877574,877573,1,877574,913,759,0.0921053,-1,-1
1767226195797,877652,877653,877652,1,877652,285,1061,-0.576523,-1,-1
1767226207997,877577,877578,877577,1,877578,907,762,0.0868784,-1,-1
1767226219997,877577,877578,877577,1,877577,681,726,-0.0319829,-1,-1
1767226231998,877577,877578,877577,1,877577,288,1093,-0.582911,-1,-1
1767226243998,877521,877522,877521,1,877522,1156,799,0.182609,-1,-1
1767226255998,877521,877522,877521,1,877522,1179,820,0.17959,-1,-1
1767226267997,877521,877522,877521,1,877522,3275,626,0.679057,-1,-1
1767226279998,877467,877468,877467,1,877468,2524,1374,0.295023,-1,-1
1767226292197,877577,877578,877577,1,877577,741,1300,-0.273885,-1,-1
1767226304198,877577,877578,877577,1,877577,1165,1251,-0.035596,-1,-1
1767226316198,877577,877578,877577,1,877577,1029,1275,-0.106771,-1,-1
1767226328397,877577,877578,877577,1,877578,1176,1058,0.0528201,-1,-1
1767226340597,877467,877468,877467,1,877468,2904,642,0.637902,-1,-1
1767226352597,877507,877508,877507,1,877508,3692,719,0.673997,-1,-1
1767226364598,877401,877402,877401,1,877402,1200,1112,0.0380623,-1,-1
1767226376798,877401,877402,877401,1,877402,1338,715,0.303458,-1,-1
1767226388797,877401,877402,877401,1,877401,667,1238,-0.299738,-1,-1
1767226400797,877401,877402,877401,1,877401,669,1134,-0.257903,-1,-1
1767226413398,877401,877402,877401,1,877402,1187,916,0.128864,-1,-1
1767226425598,877401,877402,877401,1,877402,1016,967,0.02471,-1,-1
1767226437597,877390,877391,877390,1,877390,569,1562,-0.465978,-1,-1
1767226449597,877390,877391,877390,1,877390,904,1138,-0.114594,-1,-1
1767226461997,877390,877391,877390,1,877391,1376,742,0.299339,-1,-1
1767226474597,877390,877391,877390,1,877391,1320,981,0.147327,-1,-1
1767226486397,877281,877282,877281,1,877282,1417,651,0.370406,-1,-1
1767226498597,877281,877282,877281,1,877282,1217,329,0.574386,-1,-1
1767226510598,877506,877507,877506,1,877507,1416,664,0.361538,-1,-1
1767226522797,877506,877507,877506,1,877506,876,1141,-0.131383,-1,-1
1767226534997,877560,877561,877560,1,877561,1095,1077,0.00828729,-1,-1
1767226546997,877631,877632,877631,1,877631,540,1529,-0.478009,-1,-1
1767226558997,877599,877600,877599,1,877599,440,1860,-0.617391,-1,-1
1767226570997,877599,877600,877599,1,877599,981,1297,-0.138718,-1,-1
1767226583197,877599,877600,877599,1,877599,759,1488,-0.324433,-1,-1
1767226595198,877599,877600,877599,1,877599,784,1683,-0.36441,-1,-1
1767226607197,877470,877471,877470,1,877470,323,2158,-0.739621,-1,-1
1767226619198,877470,877471,877470,1,877470,387,1533,-0.596875,-1,-1
1767226631197,877426,877427,877426,1,877426,952,1526,-0.231638,-1,-1
1767226643198,877426,877427,877426,1,877427,1237,707,0.272634,-1,-1
1767226655397,877426,877427,877426,1,877427,1279,773,0.246589,-1,-1
1767226667598,877426,877427,877426,1,877427,1199,1031,0.0753363,-1,-1
1767226679597,877426,877427,877426,1,877427,1117,1078,0.0177677,-1,-1
1767226691797,877426,877427,877426,1,877427,1113,1053,0.0277008,-1,-1
1767226703797,877426,877427,877426,1,877427,1228,1187,0.0169772,-1,-1
1767226715798,877426,877427,877426,1,877427,1528,1053,0.184037,-1,-1
1767226728197,877520,877521,877520,1,877521,1534,1073,0.176832,-1,-1
1767226740397,877520,877521,877520,1,877521,1484,614,0.414681,-1,-1
1767226752398,877520,877521,877520,1,877521,1480,344,0.622807,-1,-1
1767226764598,877520,877521,877520,1,877521,1463,342,0.621053,-1,-1
1767226776797,877557,877558,877557,1,877558,1637,480,0.546528,-1,-1
1767226788797,877601,877602,877601,1,877602,1244,487,0.437319,-1,-1
1767226800797,877601,877602,877601,1,877602,1284,333,0.588126,-1,-1
1767226812997,877688,877689,877688,1,877689,741,701,0.0277393,-1,-1
1767226824997,877622,877623,877622,1,877622,397,1362,-0.548607,-1,-1
1767226837998,877622,877623,877622,1,877622,346,1364,-0.595322,-1,-1
1767226849998,877550,877551,877550,1,877550,501,834,-0.249438,-1,-1
1767226862598,877550,877551,877550,1,877551,1414,292,0.657679,-1,-1
1767226874797,877550,877551,877550,1,877551,1317,856,0.212149,-1,-1
1767226887197,877550,877551,877550,1,877551,1385,159,0.794041,-1,-1
1767226899197,877550,877551,877550,1,877551,1419,120,0.844055,-1,-1
1767226911197,877622,877623,877622,1,877622,488,1860,-0.584327,-1,-1
1767226923197,877622,877623,877622,1,877622,627,1696,-0.460181,-1,-1
1767226935197,877622,877623,877622,1,877622,599,1684,-0.475252,-1,-1
1767226947398,877622,877623,877622,1,877622,802,1461,-0.291206,-1,-1
1767226959397,877622,877623,877622,1,877622,909,1257,-0.160665,-1,-1
1767226971398,877622,877623,877622,1,877622,1020,1144,-0.0573013,-1,-1
1767226983397,877725,877726,877725,1,877726,1404,543,0.442219,-1,-1
1767226995397,877725,877726,877725,1,877726,1402,620,0.386746,-1,-1
1767227007397,877725,877726,877725,1,877726,998,981,0.0085902,-1,-1
1767227019398,877639,877640,877639,1,877640,1440,804,0.283422,-1,-1
1767227031997,877639,877640,877639,1,877639,822,1374,-0.251366,-1,-1
1767227044998,877639,877640,877639,1,877639,823,1426,-0.268119,-1,-1
1767227056998,877639,877640,877639,1,877639,562,1093,-0.320846,-1,-1
1767227069397,877639,877640,877639,1,877639,554,1265,-0.390874,-1,-1
1767227081597,877639,877640,877639,1,877639,417,1335,-0.523973,-1,-1
1767227093598,877639,877640,877639,1,877639,434,1348,-0.512907,-1,-1
1767227106198,877639,877640,877639,1,877639,430,1338,-0.513575,-1,-1
1767227118198,877639,877640,877639,1,877639,511,1316,-0.440613,-1,-1
1767227130397,877639,877640,877639,1,877639,881,1048,-0.0865734,-1,-1
1767227142397,877726,877727,877726,1,877727,1169,652,0.28391,-1,-1
1767227154598,877726,877727,877726,1,877727,949,477,0.330996,-1,-1
1767227166597,877641,877717,877679,76,877654,404,2022,-0.666941,-1,-1
1767227178597,877551,877552,877551,1,877551,933,1222,-0.134107,-1,-1
1767227190597,877551,877552,877551,1,877552,1440,139,0.823939,-1,-1
1767227202997,877551,877552,877551,1,877552,1254,258,0.65873,-1,-1
1767227214998,877551,877552,877551,1,877552,1401,263,0.683894,-1,-1
1767227226998,877551,877552,877551,1,877552,1251,260,0.655857,-1,-1
1767227238997,877551,877552,877551,1,877552,1223,396,0.510809,-1,-1
1767227251198,877559,877560,877559,1,877560,1736,336,0.675676,-1,-1
1767227263198,877633,877634,877633,1,877633,363,1834,-0.669549,-1,-1
1767227275197,877633,877634,877633,1,877633,399,1786,-0.634783,-1,-1
1767227287397,877633,877634,877633,1,877633,530,1823,-0.549511,-1,-1
1767227299597,877633,877634,877633,1,877634,1063,1010,0.0255668,-1,-1
1767227311997,877633,877634,877633,1,877634,1071,189,0.7,-1,-1
1767227323998,877675,877676,877675,1,877675,433,1939,-0.634907,-1,-1
1767227336197,877675,877676,877675,1,877676,1530,866,0.277129,-1,-1
1767227348198,877675,877676,877675,1,877676,1466,1049,0.165805,-1,-1
1767227360998,877675,877676,877675,1,877676,1603,1060,0.203905,-1,-1
1767227372797,877675,877676,877675,1,877675,1330,1389,-0.0216992,-1,-1
